image_name,cluster_label,pca_x,pca_y,plot_x,plot_y,tsne_x,tsne_y,distance_to_centroid,distance_to_medoid
image_0001,0,-5.059014443441167,-1.4068239570085077,-5.059014443441167,-1.4068239570085077,-4.532373,-8.096701,1.205922296765463,1.205922296765463
image_0002,0,12.143948727726304,-3.2707316819814776,12.143948727726304,-3.2707316819814776,1.9818077,2.4865339,1.4648916447919427,1.4648916447919427
image_0003,0,-0.7140057033180027,0.5762864936022416,-0.7140057033180027,0.5762864936022416,-5.364664,-7.4793634,0.7549262374923984,0.7549262374923984
image_0004,1,8.224797624808332,-0.9194714177832922,8.224797624808332,-0.9194714177832922,1.1812404,6.8476524,0.9978474279587076,0.9978474279587076
image_0005,0,6.320382336707587,3.112447758070881,6.320382336707587,3.112447758070881,-7.1203656,-6.4180775,0.37318255078660134,0.37318255078660134
image_0006,1,4.5712866916546515,-3.3200856954359184,4.5712866916546515,-3.3200856954359184,4.023757,4.1913495,0.25808218160844243,0.25808218160844243
image_0007,1,5.1758744570908854,-2.541926553875088,5.1758744570908854,-2.541926553875088,2.3936396,5.136344,0.4331697324600444,0.4331697324600444
image_0008,1,5.004471487674351,-6.031619104256618,5.004471487674351,-6.031619104256618,3.7482862,-0.59618235,0.23482327958336524,0.23482327958336524
image_0009,1,20.64649136465867,-1.6393200472649303,20.64649136465867,-1.6393200472649303,3.897068,-2.387096,0.3322466896097779,0.3322466896097779
image_0010,1,-3.4295604565345807,-8.67473914779254,-3.4295604565345807,-8.67473914779254,5.0602937,4.0859823,0.22783235109714484,0.22783235109714484
image_0011,1,0.03428935627834165,-5.433220493708025,0.03428935627834165,-5.433220493708025,4.087194,5.112769,0.4230541120713772,0.4230541120713772
image_0012,1,-5.379043955977001,-1.8743101471505983,-5.379043955977001,-1.8743101471505983,1.3128235,0.29415697,0.4417182027838835,0.4417182027838835
image_0013,1,9.082818072453723,1.8205603869154514,9.082818072453723,1.8205603869154514,-0.1387058,6.5513735,1.3130260747977585,1.3130260747977585
image_0014,1,-4.708510722760594,-0.063629786227677,-4.708510722760594,-0.063629786227677,-2.0110788,2.0186353,1.0525806961136825,1.0525806961136825
image_0015,1,11.717401384868241,-2.1308738487802237,11.717401384868241,-2.1308738487802237,1.340952,4.512116,0.46943141895227225,0.46943141895227225
image_0016,0,5.431292257986768,-0.8517858482837889,5.431292257986768,-0.8517858482837889,-1.4300737,4.931609,1.1742003502050455,1.1742003502050455
image_0017,0,13.351230969232416,1.7161447880880907,13.351230969232416,1.7161447880880907,-1.7117735,6.114987,0.7916660574657182,0.7916660574657182
image_0018,0,5.233477460866033,-0.44879087927330846,5.233477460866033,-0.44879087927330846,-4.4057045,-7.414576,1.136179695923678,1.136179695923678
image_0019,1,-10.470865543010552,-0.8393783913216241,-10.470865543010552,-0.8393783913216241,0.83918226,6.1662335,1.0387076639934394,1.0387076639934394
image_0020,0,3.9463581342875145,1.3064970884168843,3.9463581342875145,1.3064970884168843,-1.5376161,6.780282,0.69650210856977,0.69650210856977
image_0021,0,4.344538863787377,2.9784955591607223,4.344538863787377,2.9784955591607223,-8.309291,-4.78635,0.4369696463684889,0.4369696463684889
image_0022,0,8.707517543371237,5.179063875923264,8.707517543371237,5.179063875923264,-8.585675,1.5046501,0.4522475898936915,0.4522475898936915
image_0023,0,3.868387814516165,0.07199958729092737,3.868387814516165,0.07199958729092737,-0.8089866,-4.690486,0.8657310192954415,0.8657310192954415
image_0024,1,4.724023741701391,-2.215923722029547,4.724023741701391,-2.215923722029547,2.2384577,5.8029556,0.6477528656226985,0.6477528656226985
image_0025,1,10.03942748999475,-2.852824055852404,10.03942748999475,-2.852824055852404,3.838045,3.89927,0.2972750747728331,0.2972750747728331
image_0026,1,11.56061942660779,-8.482924124910834,11.56061942660779,-8.482924124910834,4.6202793,-0.1483525,0.11468145887405967,0.11468145887405967
image_0027,1,15.16873126214007,-3.0440420485148314,15.16873126214007,-3.0440420485148314,6.370865,-0.19899338,0.07606755184444469,0.07606755184444469
image_0028,1,13.43020107668941,-0.00016002555600639904,13.43020107668941,-0.00016002555600639904,3.3441794,-3.2597373,0.5758232293215568,0.5758232293215568
image_0029,1,17.0896100891093,-2.145935475082216,17.0896100891093,-2.145935475082216,5.140261,-1.2741947,0.27363166026423535,0.27363166026423535
