child_1,child_2,distance,n_observations
65.0,177.0,0.11949078273400215,2.0
5.0,8.0,0.13401398964575517,2.0
11.0,91.0,0.13954845506065272,2.0
164.0,171.0,0.14885065382260798,2.0
71.0,111.0,0.1509120202272214,2.0
146.0,162.0,0.15716257179841253,2.0
141.0,152.0,0.15973127842940593,2.0
127.0,185.0,0.1611551655624145,3.0
10.0,28.0,0.16217539501620326,2.0
40.0,119.0,0.16230712838400108,2.0
133.0,147.0,0.1648348966975859,2.0
129.0,139.0,0.16567541601986346,2.0
34.0,120.0,0.16710241228086165,2.0
66.0,122.0,0.17619710782393283,2.0
6.0,23.0,0.1778790662150772,2.0
30.0,136.0,0.1804058877168947,2.0
32.0,197.0,0.19657697115495865,3.0
134.0,150.0,0.1999554214792556,2.0
12.0,35.0,0.2014926178962344,2.0
24.0,42.0,0.20533446859519366,2.0
173.0,191.0,0.2065283946456194,3.0
143.0,196.0,0.20857217540079787,3.0
44.0,81.0,0.21303063391563593,2.0
1.0,60.0,0.2137371034641512,2.0
195.0,206.0,0.22297077479508087,5.0
72.0,204.0,0.22500446897806226,3.0
110.0,113.0,0.22517207711627518,2.0
77.0,160.0,0.23017303790993604,2.0
0.0,105.0,0.23098592442724097,2.0
26.0,201.0,0.2343932144365756,4.0
170.0,192.0,0.23992404962057667,4.0
18.0,116.0,0.2419115145817472,2.0
189.0,190.0,0.24227152974850272,4.0
193.0,207.0,0.24449363299638424,4.0
176.0,202.0,0.24815811557672846,3.0
67.0,92.0,0.25103574824077013,2.0
39.0,174.0,0.2546154182213539,2.0
21.0,200.0,0.25724943018622237,3.0
52.0,149.0,0.259014888101481,2.0
157.0,205.0,0.26495836386819643,4.0
178.0,199.0,0.2708196255372292,3.0
151.0,182.0,0.27195628142464634,2.0
4.0,14.0,0.27729072569915725,2.0
58.0,187.0,0.2840039854920908,3.0
137.0,142.0,0.28528696443282675,2.0
38.0,63.0,0.287974405255779,2.0
213.0,214.0,0.29102396557903176,6.0
130.0,183.0,0.2930430266960591,2.0
96.0,217.0,0.2961223272087439,5.0
123.0,158.0,0.2965916196755226,2.0
135.0,220.0,0.29972189775861535,3.0
104.0,198.0,0.30291504959765936,3.0
125.0,209.0,0.3046420975128005,6.0
27.0,194.0,0.3060279421623914,3.0
88.0,230.0,0.30653151310441146,3.0
83.0,218.0,0.30657428928118313,5.0
29.0,186.0,0.3068932402107355,3.0
73.0,222.0,0.30734523358147753,4.0
80.0,89.0,0.3096936164058859,2.0
7.0,47.0,0.31193059814545254,2.0
20.0,169.0,0.3120010741655893,2.0
53.0,62.0,0.31273013293432894,2.0
9.0,219.0,0.31629470040568264,4.0
112.0,211.0,0.3187346039926813,3.0
25.0,37.0,0.3210065245596164,2.0
76.0,242.0,0.3231651758226972,5.0
3.0,13.0,0.3238648679667756,2.0
78.0,87.0,0.32672814929085314,2.0
31.0,212.0,0.32726359429560736,3.0
16.0,59.0,0.3286556370253555,2.0
181.0,221.0,0.3296958574751991,3.0
99.0,179.0,0.33061343101969853,2.0
210.0,225.0,0.33468091626177116,6.0
167.0,168.0,0.33468668897020504,2.0
126.0,145.0,0.33621363535003956,2.0
46.0,50.0,0.33961278164808417,2.0
131.0,188.0,0.34942094492143255,3.0
82.0,154.0,0.3505596058591184,2.0
231.0,241.0,0.3515393274918375,9.0
15.0,117.0,0.3527048647387273,2.0
57.0,203.0,0.35438104557337846,3.0
64.0,208.0,0.35829419655343697,3.0
36.0,233.0,0.3587157793753229,6.0
86.0,236.0,0.3634667776049101,4.0
156.0,240.0,0.3635002196780041,6.0
17.0,101.0,0.36650868103564815,2.0
215.0,256.0,0.3677584230311925,6.0
55.0,184.0,0.36826603996105967,2.0
106.0,114.0,0.3719861210859331,2.0
43.0,103.0,0.3761844217067186,2.0
224.0,247.0,0.3788532718452228,8.0
159.0,175.0,0.3873172409586433,2.0
259.0,261.0,0.3917053246522934,5.0
33.0,238.0,0.3922399214428296,4.0
138.0,232.0,0.3941192620592925,3.0
118.0,244.0,0.394627416676352,3.0
124.0,257.0,0.39766275291496994,7.0
144.0,180.0,0.40271426805441857,2.0
107.0,234.0,0.4058731430581689,3.0
243.0,251.0,0.4063096947125692,4.0
155.0,258.0,0.40860281479888616,3.0
269.0,278.0,0.41799685501361955,10.0
237.0,271.0,0.41993478512148646,12.0
245.0,246.0,0.42060763299788206,4.0
95.0,249.0,0.4223479853101064,3.0
54.0,266.0,0.42267313633431325,4.0
61.0,228.0,0.4239814718074808,4.0
75.0,252.0,0.4296543071232415,3.0
102.0,274.0,0.43004459640074816,3.0
68.0,98.0,0.4358099627486336,2.0
132.0,161.0,0.43964449992289023,2.0
22.0,48.0,0.441283429667515,2.0
267.0,268.0,0.450264690476339,10.0
69.0,239.0,0.45188147624924585,4.0
281.0,291.0,0.4543752365567355,11.0
109.0,260.0,0.45486670861022865,3.0
153.0,250.0,0.46867570040596307,6.0
70.0,262.0,0.4701821056165976,3.0
79.0,227.0,0.47372852434601076,3.0
255.0,263.0,0.48137966875429666,12.0
74.0,235.0,0.4852029506837918,4.0
51.0,254.0,0.4892692495042883,3.0
97.0,165.0,0.4894532419051659,2.0
289.0,298.0,0.4946433300416353,7.0
2.0,275.0,0.49576740713722267,9.0
49.0,265.0,0.5059257182186209,4.0
121.0,216.0,0.5062591126218687,3.0
287.0,309.0,0.5071738175303975,21.0
248.0,270.0,0.5085665334772271,5.0
