source_file,result_csv,model,roi,n_images,n_voxels,clustering_method,distance_metric,linkage_method,normalization,best_k,silhouette,cluster_sizes,linkage_csv,dendrogram_png,distance_to_cluster_representative
murtylab_clip_rn101_nsd_1000_eba_20260408183353817Z.csv,public/data/voxel_clusters_hierarchical_corr/murtylab_clip_rn101_nsd_1000_eba_20260408183353817Z_clusters.csv,clip_rn101,eba,185,2045,hierarchical,correlation,average,voxel_zscore,3,0.4236922775660469,"{'0': 77, '1': 60, '2': 48}",public/data/voxel_clusters_hierarchical_corr/murtylab_clip_rn101_nsd_1000_eba_20260408183353817Z_linkage.csv,public/data/voxel_clusters_hierarchical_corr/murtylab_clip_rn101_nsd_1000_eba_20260408183353817Z_dendrogram.png,medoid_correlation_distance
murtylab_clip_rn101_nsd_1000_ffa_20260408183303200Z.csv,public/data/voxel_clusters_hierarchical_corr/murtylab_clip_rn101_nsd_1000_ffa_20260408183303200Z_clusters.csv,clip_rn101,ffa,185,716,hierarchical,correlation,average,voxel_zscore,2,0.31853294789915626,"{'0': 86, '1': 99}",public/data/voxel_clusters_hierarchical_corr/murtylab_clip_rn101_nsd_1000_ffa_20260408183303200Z_linkage.csv,public/data/voxel_clusters_hierarchical_corr/murtylab_clip_rn101_nsd_1000_ffa_20260408183303200Z_dendrogram.png,medoid_correlation_distance
murtylab_clip_rn101_nsd_1000_ppa_20260408183416226Z.csv,public/data/voxel_clusters_hierarchical_corr/murtylab_clip_rn101_nsd_1000_ppa_20260408183416226Z_clusters.csv,clip_rn101,ppa,185,753,hierarchical,correlation,average,voxel_zscore,2,0.6277025119598532,"{'0': 70, '1': 115}",public/data/voxel_clusters_hierarchical_corr/murtylab_clip_rn101_nsd_1000_ppa_20260408183416226Z_linkage.csv,public/data/voxel_clusters_hierarchical_corr/murtylab_clip_rn101_nsd_1000_ppa_20260408183416226Z_dendrogram.png,medoid_correlation_distance
murtylab_clip_rn101_random_nsd_1000_eba_20260408183536743Z.csv,public/data/voxel_clusters_hierarchical_corr/murtylab_clip_rn101_random_nsd_1000_eba_20260408183536743Z_clusters.csv,clip_rn101_random,eba,185,2045,hierarchical,correlation,average,voxel_zscore,2,0.5732870638890865,"{'0': 82, '1': 103}",public/data/voxel_clusters_hierarchical_corr/murtylab_clip_rn101_random_nsd_1000_eba_20260408183536743Z_linkage.csv,public/data/voxel_clusters_hierarchical_corr/murtylab_clip_rn101_random_nsd_1000_eba_20260408183536743Z_dendrogram.png,medoid_correlation_distance
murtylab_clip_rn101_random_nsd_1000_ffa_20260408183509474Z.csv,public/data/voxel_clusters_hierarchical_corr/murtylab_clip_rn101_random_nsd_1000_ffa_20260408183509474Z_clusters.csv,clip_rn101_random,ffa,185,716,hierarchical,correlation,average,voxel_zscore,2,0.4971782963909667,"{'0': 86, '1': 99}",public/data/voxel_clusters_hierarchical_corr/murtylab_clip_rn101_random_nsd_1000_ffa_20260408183509474Z_linkage.csv,public/data/voxel_clusters_hierarchical_corr/murtylab_clip_rn101_random_nsd_1000_ffa_20260408183509474Z_dendrogram.png,medoid_correlation_distance
murtylab_clip_rn101_random_nsd_1000_ppa_20260408183610273Z.csv,public/data/voxel_clusters_hierarchical_corr/murtylab_clip_rn101_random_nsd_1000_ppa_20260408183610273Z_clusters.csv,clip_rn101_random,ppa,185,753,hierarchical,correlation,average,voxel_zscore,3,0.5189819006958436,"{'0': 82, '1': 42, '2': 61}",public/data/voxel_clusters_hierarchical_corr/murtylab_clip_rn101_random_nsd_1000_ppa_20260408183610273Z_linkage.csv,public/data/voxel_clusters_hierarchical_corr/murtylab_clip_rn101_random_nsd_1000_ppa_20260408183610273Z_dendrogram.png,medoid_correlation_distance
murtylab_clip_rn50_nsd_1000_eba_20260408164251955Z.csv,public/data/voxel_clusters_hierarchical_corr/murtylab_clip_rn50_nsd_1000_eba_20260408164251955Z_clusters.csv,clip_rn50,eba,185,2045,hierarchical,correlation,average,voxel_zscore,3,0.4583027278933812,"{'0': 79, '1': 40, '2': 66}",public/data/voxel_clusters_hierarchical_corr/murtylab_clip_rn50_nsd_1000_eba_20260408164251955Z_linkage.csv,public/data/voxel_clusters_hierarchical_corr/murtylab_clip_rn50_nsd_1000_eba_20260408164251955Z_dendrogram.png,medoid_correlation_distance
murtylab_clip_rn50_nsd_1000_ffa_20260408164117065Z.csv,public/data/voxel_clusters_hierarchical_corr/murtylab_clip_rn50_nsd_1000_ffa_20260408164117065Z_clusters.csv,clip_rn50,ffa,185,716,hierarchical,correlation,average,voxel_zscore,5,0.437562249154399,"{'0': 23, '1': 52, '2': 25, '3': 54, '4': 31}",public/data/voxel_clusters_hierarchical_corr/murtylab_clip_rn50_nsd_1000_ffa_20260408164117065Z_linkage.csv,public/data/voxel_clusters_hierarchical_corr/murtylab_clip_rn50_nsd_1000_ffa_20260408164117065Z_dendrogram.png,medoid_correlation_distance
murtylab_clip_rn50_nsd_1000_ppa_20260408164323488Z.csv,public/data/voxel_clusters_hierarchical_corr/murtylab_clip_rn50_nsd_1000_ppa_20260408164323488Z_clusters.csv,clip_rn50,ppa,185,753,hierarchical,correlation,average,voxel_zscore,2,0.647519196012173,"{'0': 65, '1': 120}",public/data/voxel_clusters_hierarchical_corr/murtylab_clip_rn50_nsd_1000_ppa_20260408164323488Z_linkage.csv,public/data/voxel_clusters_hierarchical_corr/murtylab_clip_rn50_nsd_1000_ppa_20260408164323488Z_dendrogram.png,medoid_correlation_distance
murtylab_clip_rn50_random_nsd_1000_eba_20260408185512101Z.csv,public/data/voxel_clusters_hierarchical_corr/murtylab_clip_rn50_random_nsd_1000_eba_20260408185512101Z_clusters.csv,clip_rn50_random,eba,185,2045,hierarchical,correlation,average,voxel_zscore,5,0.40473034734568025,"{'0': 57, '1': 25, '2': 33, '3': 49, '4': 21}",public/data/voxel_clusters_hierarchical_corr/murtylab_clip_rn50_random_nsd_1000_eba_20260408185512101Z_linkage.csv,public/data/voxel_clusters_hierarchical_corr/murtylab_clip_rn50_random_nsd_1000_eba_20260408185512101Z_dendrogram.png,medoid_correlation_distance
murtylab_clip_rn50_random_nsd_1000_ffa_20260408185441786Z.csv,public/data/voxel_clusters_hierarchical_corr/murtylab_clip_rn50_random_nsd_1000_ffa_20260408185441786Z_clusters.csv,clip_rn50_random,ffa,185,716,hierarchical,correlation,average,voxel_zscore,2,0.5536408575324927,"{'0': 99, '1': 86}",public/data/voxel_clusters_hierarchical_corr/murtylab_clip_rn50_random_nsd_1000_ffa_20260408185441786Z_linkage.csv,public/data/voxel_clusters_hierarchical_corr/murtylab_clip_rn50_random_nsd_1000_ffa_20260408185441786Z_dendrogram.png,medoid_correlation_distance
murtylab_clip_rn50_random_nsd_1000_ppa_20260408185537470Z.csv,public/data/voxel_clusters_hierarchical_corr/murtylab_clip_rn50_random_nsd_1000_ppa_20260408185537470Z_clusters.csv,clip_rn50_random,ppa,185,753,hierarchical,correlation,average,voxel_zscore,2,0.5338879102426608,"{'0': 66, '1': 119}",public/data/voxel_clusters_hierarchical_corr/murtylab_clip_rn50_random_nsd_1000_ppa_20260408185537470Z_linkage.csv,public/data/voxel_clusters_hierarchical_corr/murtylab_clip_rn50_random_nsd_1000_ppa_20260408185537470Z_dendrogram.png,medoid_correlation_distance
murtylab_clip_vit_b32_nsd_1000_eba_20260408185753659Z.csv,public/data/voxel_clusters_hierarchical_corr/murtylab_clip_vit_b32_nsd_1000_eba_20260408185753659Z_clusters.csv,clip_vit_b32,eba,185,2045,hierarchical,correlation,average,voxel_zscore,5,0.3899547315805547,"{'0': 27, '1': 37, '2': 50, '3': 56, '4': 15}",public/data/voxel_clusters_hierarchical_corr/murtylab_clip_vit_b32_nsd_1000_eba_20260408185753659Z_linkage.csv,public/data/voxel_clusters_hierarchical_corr/murtylab_clip_vit_b32_nsd_1000_eba_20260408185753659Z_dendrogram.png,medoid_correlation_distance
murtylab_clip_vit_b32_nsd_1000_ffa_20260408185726443Z.csv,public/data/voxel_clusters_hierarchical_corr/murtylab_clip_vit_b32_nsd_1000_ffa_20260408185726443Z_clusters.csv,clip_vit_b32,ffa,185,716,hierarchical,correlation,average,voxel_zscore,2,0.3573297553906391,"{'0': 88, '1': 97}",public/data/voxel_clusters_hierarchical_corr/murtylab_clip_vit_b32_nsd_1000_ffa_20260408185726443Z_linkage.csv,public/data/voxel_clusters_hierarchical_corr/murtylab_clip_vit_b32_nsd_1000_ffa_20260408185726443Z_dendrogram.png,medoid_correlation_distance
murtylab_clip_vit_b32_nsd_1000_ppa_20260408185828087Z.csv,public/data/voxel_clusters_hierarchical_corr/murtylab_clip_vit_b32_nsd_1000_ppa_20260408185828087Z_clusters.csv,clip_vit_b32,ppa,185,753,hierarchical,correlation,average,voxel_zscore,2,0.5630747093892534,"{'0': 69, '1': 116}",public/data/voxel_clusters_hierarchical_corr/murtylab_clip_vit_b32_nsd_1000_ppa_20260408185828087Z_linkage.csv,public/data/voxel_clusters_hierarchical_corr/murtylab_clip_vit_b32_nsd_1000_ppa_20260408185828087Z_dendrogram.png,medoid_correlation_distance
murtylab_clip_vit_b32_random_nsd_1000_eba_20260408185950352Z.csv,public/data/voxel_clusters_hierarchical_corr/murtylab_clip_vit_b32_random_nsd_1000_eba_20260408185950352Z_clusters.csv,clip_vit_b32_random,eba,185,2045,hierarchical,correlation,average,voxel_zscore,2,0.30366165022327685,"{'0': 65, '1': 120}",public/data/voxel_clusters_hierarchical_corr/murtylab_clip_vit_b32_random_nsd_1000_eba_20260408185950352Z_linkage.csv,public/data/voxel_clusters_hierarchical_corr/murtylab_clip_vit_b32_random_nsd_1000_eba_20260408185950352Z_dendrogram.png,medoid_correlation_distance
murtylab_clip_vit_b32_random_nsd_1000_ffa_20260408185920614Z.csv,public/data/voxel_clusters_hierarchical_corr/murtylab_clip_vit_b32_random_nsd_1000_ffa_20260408185920614Z_clusters.csv,clip_vit_b32_random,ffa,185,716,hierarchical,correlation,average,voxel_zscore,2,0.16810758562728767,"{'0': 93, '1': 92}",public/data/voxel_clusters_hierarchical_corr/murtylab_clip_vit_b32_random_nsd_1000_ffa_20260408185920614Z_linkage.csv,public/data/voxel_clusters_hierarchical_corr/murtylab_clip_vit_b32_random_nsd_1000_ffa_20260408185920614Z_dendrogram.png,medoid_correlation_distance
murtylab_clip_vit_b32_random_nsd_1000_ppa_20260408190014009Z.csv,public/data/voxel_clusters_hierarchical_corr/murtylab_clip_vit_b32_random_nsd_1000_ppa_20260408190014009Z_clusters.csv,clip_vit_b32_random,ppa,185,753,hierarchical,correlation,average,voxel_zscore,2,0.39648193954401634,"{'0': 87, '1': 98}",public/data/voxel_clusters_hierarchical_corr/murtylab_clip_vit_b32_random_nsd_1000_ppa_20260408190014009Z_linkage.csv,public/data/voxel_clusters_hierarchical_corr/murtylab_clip_vit_b32_random_nsd_1000_ppa_20260408190014009Z_dendrogram.png,medoid_correlation_distance
murtylab_convnext_nsd_1000_eba_20260408190203191Z.csv,public/data/voxel_clusters_hierarchical_corr/murtylab_convnext_nsd_1000_eba_20260408190203191Z_clusters.csv,convnext,eba,185,2045,hierarchical,correlation,average,voxel_zscore,3,0.4077455158454953,"{'0': 68, '1': 67, '2': 50}",public/data/voxel_clusters_hierarchical_corr/murtylab_convnext_nsd_1000_eba_20260408190203191Z_linkage.csv,public/data/voxel_clusters_hierarchical_corr/murtylab_convnext_nsd_1000_eba_20260408190203191Z_dendrogram.png,medoid_correlation_distance
murtylab_convnext_nsd_1000_ffa_20260408190136154Z.csv,public/data/voxel_clusters_hierarchical_corr/murtylab_convnext_nsd_1000_ffa_20260408190136154Z_clusters.csv,convnext,ffa,185,716,hierarchical,correlation,average,voxel_zscore,2,0.23995483394647094,"{'0': 88, '1': 97}",public/data/voxel_clusters_hierarchical_corr/murtylab_convnext_nsd_1000_ffa_20260408190136154Z_linkage.csv,public/data/voxel_clusters_hierarchical_corr/murtylab_convnext_nsd_1000_ffa_20260408190136154Z_dendrogram.png,medoid_correlation_distance
murtylab_convnext_nsd_1000_ppa_20260408190226364Z.csv,public/data/voxel_clusters_hierarchical_corr/murtylab_convnext_nsd_1000_ppa_20260408190226364Z_clusters.csv,convnext,ppa,185,753,hierarchical,correlation,average,voxel_zscore,2,0.40519565282625686,"{'0': 106, '1': 79}",public/data/voxel_clusters_hierarchical_corr/murtylab_convnext_nsd_1000_ppa_20260408190226364Z_linkage.csv,public/data/voxel_clusters_hierarchical_corr/murtylab_convnext_nsd_1000_ppa_20260408190226364Z_dendrogram.png,medoid_correlation_distance
murtylab_cornet_rt_nsd_1000_eba_20260408190505692Z.csv,public/data/voxel_clusters_hierarchical_corr/murtylab_cornet_rt_nsd_1000_eba_20260408190505692Z_clusters.csv,cornet_rt,eba,185,2045,hierarchical,correlation,average,voxel_zscore,3,0.4386109846020545,"{'0': 70, '1': 62, '2': 53}",public/data/voxel_clusters_hierarchical_corr/murtylab_cornet_rt_nsd_1000_eba_20260408190505692Z_linkage.csv,public/data/voxel_clusters_hierarchical_corr/murtylab_cornet_rt_nsd_1000_eba_20260408190505692Z_dendrogram.png,medoid_correlation_distance
murtylab_cornet_rt_nsd_1000_ffa_20260408190441119Z.csv,public/data/voxel_clusters_hierarchical_corr/murtylab_cornet_rt_nsd_1000_ffa_20260408190441119Z_clusters.csv,cornet_rt,ffa,185,716,hierarchical,correlation,average,voxel_zscore,2,0.313223648217153,"{'0': 78, '1': 107}",public/data/voxel_clusters_hierarchical_corr/murtylab_cornet_rt_nsd_1000_ffa_20260408190441119Z_linkage.csv,public/data/voxel_clusters_hierarchical_corr/murtylab_cornet_rt_nsd_1000_ffa_20260408190441119Z_dendrogram.png,medoid_correlation_distance
murtylab_cornet_rt_nsd_1000_ppa_20260408190527667Z.csv,public/data/voxel_clusters_hierarchical_corr/murtylab_cornet_rt_nsd_1000_ppa_20260408190527667Z_clusters.csv,cornet_rt,ppa,185,753,hierarchical,correlation,average,voxel_zscore,2,0.4153299773279139,"{'0': 73, '1': 112}",public/data/voxel_clusters_hierarchical_corr/murtylab_cornet_rt_nsd_1000_ppa_20260408190527667Z_linkage.csv,public/data/voxel_clusters_hierarchical_corr/murtylab_cornet_rt_nsd_1000_ppa_20260408190527667Z_dendrogram.png,medoid_correlation_distance
murtylab_cornet_s_nsd_1000_eba_20260408190927133Z.csv,public/data/voxel_clusters_hierarchical_corr/murtylab_cornet_s_nsd_1000_eba_20260408190927133Z_clusters.csv,cornet_s,eba,185,2045,hierarchical,correlation,average,voxel_zscore,3,0.47765705532538155,"{'0': 70, '1': 54, '2': 61}",public/data/voxel_clusters_hierarchical_corr/murtylab_cornet_s_nsd_1000_eba_20260408190927133Z_linkage.csv,public/data/voxel_clusters_hierarchical_corr/murtylab_cornet_s_nsd_1000_eba_20260408190927133Z_dendrogram.png,medoid_correlation_distance
murtylab_cornet_s_nsd_1000_ffa_20260408190857644Z.csv,public/data/voxel_clusters_hierarchical_corr/murtylab_cornet_s_nsd_1000_ffa_20260408190857644Z_clusters.csv,cornet_s,ffa,185,716,hierarchical,correlation,average,voxel_zscore,2,0.3942721964170948,"{'0': 97, '1': 88}",public/data/voxel_clusters_hierarchical_corr/murtylab_cornet_s_nsd_1000_ffa_20260408190857644Z_linkage.csv,public/data/voxel_clusters_hierarchical_corr/murtylab_cornet_s_nsd_1000_ffa_20260408190857644Z_dendrogram.png,medoid_correlation_distance
murtylab_cornet_s_nsd_1000_ppa_20260408190953354Z.csv,public/data/voxel_clusters_hierarchical_corr/murtylab_cornet_s_nsd_1000_ppa_20260408190953354Z_clusters.csv,cornet_s,ppa,185,753,hierarchical,correlation,average,voxel_zscore,2,0.5275886462604146,"{'0': 72, '1': 113}",public/data/voxel_clusters_hierarchical_corr/murtylab_cornet_s_nsd_1000_ppa_20260408190953354Z_linkage.csv,public/data/voxel_clusters_hierarchical_corr/murtylab_cornet_s_nsd_1000_ppa_20260408190953354Z_dendrogram.png,medoid_correlation_distance
murtylab_cornet_z_nsd_1000_eba_20260408191104799Z.csv,public/data/voxel_clusters_hierarchical_corr/murtylab_cornet_z_nsd_1000_eba_20260408191104799Z_clusters.csv,cornet_z,eba,185,2045,hierarchical,correlation,average,voxel_zscore,2,0.33614055224764194,"{'0': 79, '1': 106}",public/data/voxel_clusters_hierarchical_corr/murtylab_cornet_z_nsd_1000_eba_20260408191104799Z_linkage.csv,public/data/voxel_clusters_hierarchical_corr/murtylab_cornet_z_nsd_1000_eba_20260408191104799Z_dendrogram.png,medoid_correlation_distance
murtylab_cornet_z_nsd_1000_ffa_20260408191041366Z.csv,public/data/voxel_clusters_hierarchical_corr/murtylab_cornet_z_nsd_1000_ffa_20260408191041366Z_clusters.csv,cornet_z,ffa,185,716,hierarchical,correlation,average,voxel_zscore,2,0.16808740247811899,"{'0': 72, '1': 113}",public/data/voxel_clusters_hierarchical_corr/murtylab_cornet_z_nsd_1000_ffa_20260408191041366Z_linkage.csv,public/data/voxel_clusters_hierarchical_corr/murtylab_cornet_z_nsd_1000_ffa_20260408191041366Z_dendrogram.png,medoid_correlation_distance
murtylab_cornet_z_nsd_1000_ppa_20260408191120523Z.csv,public/data/voxel_clusters_hierarchical_corr/murtylab_cornet_z_nsd_1000_ppa_20260408191120523Z_clusters.csv,cornet_z,ppa,185,753,hierarchical,correlation,average,voxel_zscore,2,0.2915503755509813,"{'0': 92, '1': 93}",public/data/voxel_clusters_hierarchical_corr/murtylab_cornet_z_nsd_1000_ppa_20260408191120523Z_linkage.csv,public/data/voxel_clusters_hierarchical_corr/murtylab_cornet_z_nsd_1000_ppa_20260408191120523Z_dendrogram.png,medoid_correlation_distance
murtylab_cross_vit_nsd_1000_eba_20260410224249694Z.csv,public/data/voxel_clusters_hierarchical_corr/murtylab_cross_vit_nsd_1000_eba_20260410224249694Z_clusters.csv,cross_vit,eba,185,2045,hierarchical,correlation,average,voxel_zscore,3,0.5284601884044359,"{'0': 76, '1': 43, '2': 66}",public/data/voxel_clusters_hierarchical_corr/murtylab_cross_vit_nsd_1000_eba_20260410224249694Z_linkage.csv,public/data/voxel_clusters_hierarchical_corr/murtylab_cross_vit_nsd_1000_eba_20260410224249694Z_dendrogram.png,medoid_correlation_distance
murtylab_cross_vit_nsd_1000_ffa_20260410224222356Z.csv,public/data/voxel_clusters_hierarchical_corr/murtylab_cross_vit_nsd_1000_ffa_20260410224222356Z_clusters.csv,cross_vit,ffa,185,716,hierarchical,correlation,average,voxel_zscore,3,0.24119294171064593,"{'0': 65, '1': 56, '2': 64}",public/data/voxel_clusters_hierarchical_corr/murtylab_cross_vit_nsd_1000_ffa_20260410224222356Z_linkage.csv,public/data/voxel_clusters_hierarchical_corr/murtylab_cross_vit_nsd_1000_ffa_20260410224222356Z_dendrogram.png,medoid_correlation_distance
