image_name,cluster_label,pca_x,pca_y,tsne_x,tsne_y,distance_to_centroid
image_0001,1,31.063329416799874,-3.7229871518033697,-0.37456745,-13.898585,12.012092265963819
image_0002,1,24.77865603131416,-4.308524455932738,-0.1256623,-12.824713,8.990911576510204
image_0003,1,18.543248044189138,-9.940682340142024,1.6608613,-10.854574,14.493957354829165
image_0004,1,30.907087162827107,-3.026986986661509,-1.0825386,-13.651127,11.267363388635886
image_0005,1,16.673204623768953,13.614742333240347,-4.42064,-10.146564,17.101322073190147
image_0006,1,19.276542296831813,0.5128461462227624,-1.1485764,-10.691746,9.361494983205507
image_0007,1,18.93368257532427,-7.869121764246452,1.2755102,-11.506886,11.647088221205655
image_0008,1,9.23235305905722,1.5747637976769748,-1.2848576,-6.133832,18.565549531544235
image_0009,0,-5.71926972587219,7.668318044532784,-1.8082998,1.715444,16.52551254646049
image_0010,1,22.466729583684028,-3.0687011670312048,-0.4801985,-12.614782,9.364002201594673
image_0011,1,26.88376100809071,23.943449327176918,-5.1707106,-12.446651,26.669766969456337
image_0012,1,31.539096555039997,-8.088771159408477,0.64076525,-14.067509,15.306779881248236
image_0013,1,23.402099727044266,1.7634216098192201,-1.506236,-11.43568,7.631014105014309
image_0014,0,4.679481932648862,14.060577482638841,-3.406531,-3.206273,20.655806999571666
image_0015,1,35.214004372522325,5.698848924493129,-1.9805806,-14.827595,16.473866838133826
image_0016,0,-0.6902786437330335,-6.0754470107991025,3.324417,-2.241348,11.426864469042979
image_0017,0,1.6497817754474993,-2.2915767909727665,1.5306462,-2.7450988,14.000681953835368
image_0018,1,17.549200701025676,-7.930481035465075,1.107001,-10.479007,11.528564012829646
image_0019,1,42.362418475409484,-13.70193699754811,0.43775722,-15.495084,26.782026582891373
image_0020,1,14.091026616829106,-3.2063235005049053,0.04243562,-9.1270485,12.988682702379679
image_0021,1,21.346241873828834,8.267611469903292,-3.1957755,-11.20766,9.56142937890352
image_0022,1,10.849644360668085,-2.7593799752156776,0.7915745,-7.682074,13.80261435811356
image_0023,0,2.4527558433765995,-2.2544412257773416,3.1558974,-3.063318,13.78171340419751
image_0024,1,19.157943982742154,4.1608854732903495,-2.126253,-10.66738,8.017711726689765
image_0025,0,4.416824639136242,-1.1278563846341216,0.62214804,-5.196698,14.867053666713023
image_0026,1,13.077575204221096,0.0063559458365074935,-0.5198185,-7.7766976,13.837848076076561
image_0027,1,20.09717314304147,-2.9260967412947925,-0.37050247,-10.966388,8.985187148111955
image_0028,0,5.50989431667565,2.298122886643885,-0.41874528,-4.810798,16.932023461964594
image_0029,0,4.00943387457978,4.813787063904145,-1.356802,-3.4949698,15.948177278603394
image_0030,0,-3.354593599906892,8.403340882242714,-1.763282,-0.13612057,14.31177943263988
image_0031,1,12.384059804113944,-5.837125431997914,1.317053,-8.418715,14.12577706207195
image_0032,1,30.659980621728064,25.088146606687708,-5.0362782,-12.516225,26.36042833492954
image_0033,0,-14.564903065627702,5.777174153099414,-1.8273852,4.7188525,14.316713827646138
image_0034,0,0.5445240200270589,5.656579539299222,-1.3603529,-2.606071,13.688135841278743
image_0035,0,6.051095408054693,7.808967508619067,-2.2387426,-3.670959,18.101434767471893
image_0036,0,-17.38907052273818,5.444865071996116,-2.6582832,6.556846,12.274340150248339
image_0037,1,14.158686415793888,-4.99966825306463,1.2623528,-9.341042,12.610819424797409
image_0038,0,-9.128903835556226,-9.048561051915168,3.625462,5.550172,12.489777091199892
image_0039,1,14.202190480855522,-11.471756700960029,2.2645593,-9.89145,16.43126877008145
