image_name,cluster_label,pca_x,pca_y,tsne_x,tsne_y,distance_to_centroid
image_0001,0,-10.275557725483056,-5.2010790572413095,-5.730329,0.024534373,9.267943437603757
image_0002,0,-11.014863126220781,-5.096347159718015,-4.373101,0.6160733,10.213570653815088
image_0003,0,0.4644304122450359,-5.860697931798468,1.9089408,-1.7524859,9.33493948237919
image_0004,0,-7.992017683113707,-5.8729305715541935,-2.1482186,-1.0535069,10.987361186475257
image_0005,0,3.1563552062932865,-7.335697822720258,2.6317937,-3.3561823,12.464579305646252
image_0006,0,-7.325655687072886,-1.7924645091522944,-5.8887568,-1.1027308,9.303965842516465
image_0007,0,-2.683794670838201,1.5469789405724057,4.90266,1.7647461,8.360197490570783
image_0008,0,-11.037731723212787,-1.2927738201590362,-7.07251,0.5958107,12.196000735202185
image_0009,0,-3.774727732086924,-2.1771088696251084,-2.192473,-3.0384114,6.925288025808264
image_0010,0,-7.387801043888434,1.4571622115569836,-5.2988405,-2.1872199,10.634093554255625
image_0011,0,-2.282120251270474,-6.103532578304868,-0.061820533,-2.2003975,11.522372206170255
image_0012,0,1.0605023469530674,2.4339527792653564,6.634305,1.7688755,11.40955929015758
image_0013,0,-1.034571831195689,1.5496409879461526,4.9651074,1.647115,8.101026548865509
image_0014,0,8.24925042811852,-8.90193635640168,3.427328,-3.3941638,17.371681817629444
image_0015,0,1.1945927054484542,-10.089583660504012,1.7457914,-2.6439035,12.062062903976587
image_0016,0,-2.7148091555458493,0.5913108358988249,-4.28127,-2.7494633,9.118577319513877
image_0017,0,-7.149909239630976,-1.4350030373911085,-4.885622,1.229882,6.16850612671375
image_0018,0,-10.654428249306662,-0.5049010392785953,-6.1676598,1.5716588,8.106103987325472
image_0019,0,-5.957553252058828,2.376128874767384,-4.857642,-2.4071183,10.027590689037357
image_0020,0,2.181077876009994,-4.15927308924352,2.55315,-1.7966627,9.357705146516968
image_0021,0,-5.032546927912119,-6.087616256656581,-0.82529646,-0.4488754,7.52203113739037
image_0022,0,-12.735671722584698,-0.8500205533971947,-7.152195,1.9642086,9.467645656467184
image_0023,0,-4.276780440342923,2.0118463371884383,-1.9046031,3.0695994,5.546620169982538
image_0024,0,1.9568543823097835,-8.703583800272556,2.1246421,-2.5921721,12.58686607701324
image_0025,0,5.820943628012343,-5.781608901514997,3.4113054,-2.5351994,13.975386243031608
image_0026,1,33.32353281621776,-2.069767334878654,13.565009,-4.2225018,7.408562566471441
image_0027,1,37.9269254069298,1.2101784763820425,13.80124,-5.0932803,4.0666734095104395
image_0028,1,41.4210238454549,-6.262908976636053,15.1182785,-4.5876117,12.554151899381361
image_0029,1,33.31592128848388,7.0599962681095505,12.752544,-5.375338,8.970184187174846
image_0030,1,36.10254240699552,-6.426466525029816,14.526939,-4.158212,10.623625882305802
image_0031,0,14.745953552619957,4.811605526551625,9.0738325,-2.690996,21.35777995884506
image_0032,1,42.65035219484144,-1.7826209123399102,14.258636,-5.554448,9.051136590284955
image_0033,1,40.87582859490941,2.9704887345203392,14.992933,-5.2265816,8.939349236228212
image_0034,1,47.37944355038801,4.196322675256095,15.200285,-5.7915397,13.742939957839225
image_0035,1,41.92188696767735,2.6469638733938043,13.944181,-5.68056,8.419736959825581
image_0036,1,42.66418976095218,6.480527665286649,13.641841,-6.1528735,9.446444469578639
image_0037,1,16.892581609027403,4.451193275377514,10.236814,-3.3658166,19.97569443731791
image_0038,1,20.628828151910323,6.841142914247173,10.8429,-3.8104804,17.58003122786191
