image_name,cluster_label,pca_x,pca_y,tsne_x,tsne_y,distance_to_centroid
image_0001,0,5.127549396741085,-8.331558059939617,3.1483912,3.9333434,14.353647141455054
image_0002,1,-0.9037322454423802,-2.7444715348847617,1.8603055,1.8670448,13.551532598294317
image_0003,0,21.1352203572806,-0.5423678854221886,-4.0433908,10.673197,10.534636536570591
image_0004,0,14.908515433376612,-6.5151521856692804,-1.8533969,10.349311,11.921628423715722
image_0005,1,-7.850191445932626,2.5432603364789714,-3.3433113,-5.011448,8.896123665487236
image_0006,0,14.000868986800093,-2.316928474424511,-0.89974743,9.754538,8.493634512131809
image_0007,0,5.11068117524837,-3.3992956493550506,0.3714273,3.6019459,9.583495170381376
image_0008,1,-0.31746357110156137,-4.691508904231696,1.5426785,1.9136688,12.498194732312639
image_0009,0,25.845407948211644,2.9834801499833814,-6.639702,11.766504,17.596425168070766
image_0010,0,9.671247762552166,0.12687495044626484,-2.252542,5.7437387,12.160632725690684
image_0011,0,4.814570711812354,10.848306483143489,-7.257625,2.461358,17.86757563989651
image_0012,0,11.65612152202371,-4.3445029297669215,-1.4822223,8.475902,9.111889818067265
image_0013,0,11.256531019830271,2.94445805782053,-4.0744963,5.258588,11.386069318185307
image_0014,0,13.594045801609596,-6.254468061948917,-0.11631781,8.20356,11.347523801368855
image_0015,0,4.711249344479363,5.992197412604048,-5.220776,2.8555982,13.84158903791309
image_0016,0,2.128893993962995,-1.3070682824422708,2.568712,2.832156,17.99789486318441
image_0017,0,15.0975773823798,-0.09007842197998792,-3.9046745,7.8761163,8.776297999585122
image_0018,0,4.8765622117804694,7.658422151162544,-6.7930307,3.1640944,14.350307796130979
image_0019,0,7.442162686323982,5.500964013233055,-5.880464,3.7630177,10.162605532596237
image_0020,0,6.233368424098579,-1.3692568949078863,0.23591223,5.7903943,11.095772168565814
image_0021,0,9.121643292483553,-4.871773487062724,1.3367945,8.340519,13.135088878868123
image_0022,1,-7.115969439407704,3.125532393446989,-2.372164,-6.5720234,11.799083095329593
image_0023,1,1.1109265174456748,9.309734157671059,-6.247721,0.76518637,16.660647700632264
image_0024,0,4.9788059219379805,3.373292801300151,-2.1423209,4.460469,13.058191302605644
image_0025,0,11.734863306084188,8.738083221914927,-7.2564096,5.423549,10.179865829617617
image_0026,0,16.44937369740789,-2.382326547794967,-3.7135787,9.735514,9.577261705457982
image_0027,0,31.1130998617864,0.8060412693453918,-5.693892,12.268314,19.27278184993466
image_0028,0,29.947705175714052,5.513492231611389,-6.3887286,12.143466,19.859861783601286
image_0029,0,33.11810526100481,-1.9482693025611495,-5.2150817,12.9183,22.14310872026617
image_0030,0,23.11200686205337,2.6967149308723104,-5.663499,10.821613,13.65011233456483
image_0031,0,12.737729670842398,-4.532191401292776,-0.16178498,9.781115,12.015241767923271
image_0032,0,14.33907671102302,1.0576957447748063,-4.1145043,7.632647,11.834078353681187
image_0033,0,16.041736283177602,14.16903267091998,-7.85096,7.245737,17.001324769357634
image_0034,0,10.727907629141441,2.5411667994775593,-5.4274044,8.129742,7.183924258002319
image_0035,0,13.026698049144613,8.628620597971373,-6.4321895,7.0356894,12.366737440592845
image_0036,0,33.85357008184488,1.5769176783635468,-5.746519,12.755817,22.378858590116902
image_0037,0,16.15898715311198,16.375030241579452,-8.341498,6.572995,17.666716353304746
image_0038,0,18.61853954556053,-1.8111374818188781,-4.4618845,10.231879,9.417331192578205
image_0039,0,10.699742520333235,9.65577597936325,-7.0891414,6.516656,12.611836205131025
image_0040,0,14.544853310951693,-4.9498213242296725,-2.567943,8.768795,8.527226959589328
image_0041,0,16.836237822436836,3.3915785508836804,-6.060375,9.892403,14.874705282910385
image_0042,0,15.7738537164349,-2.6823214730790523,-1.5241977,10.324994,10.683729857446394
image_0043,0,20.302045314580994,-6.223018098317393,-3.3307765,11.809348,15.396784418378884
image_0044,0,16.631024610910192,20.002527894711424,-8.813661,7.690956,24.288164383273998
image_0045,0,23.025354047057494,10.071761540578992,-7.8871865,8.659907,17.49951780758812
image_0046,0,17.921699627840024,6.323762833690813,-5.663708,6.9673033,12.251180545780539
image_0047,0,15.001238869491845,6.5825655813099795,-6.901835,9.438278,13.055684531670016
image_0048,0,24.712902194386867,-2.132593536386695,-4.6704144,11.606405,15.137756490754722
image_0049,0,28.804037852032803,-1.8844698526892323,-4.353939,12.537295,19.857199054229206
image_0050,0,16.407789071448637,5.987438155847672,-6.461585,7.7541957,10.699359632631671
image_0051,1,1.6627459856892757,-0.9806872084465428,0.8481268,2.4285722,11.834343506483709
image_0052,0,12.087041567738275,-12.991124695651349,3.1354134,7.9907727,16.322787086684645
image_0053,1,-14.00344194341178,-0.9186030734844035,4.439966,-8.689256,8.679183691088022
image_0054,1,-15.043343351653979,0.9194586028177272,4.9063635,-9.551822,11.503117180789994
image_0055,1,-7.992796015121816,-8.586241181584484,5.4745092,-0.8396215,10.43991466347069
image_0056,1,-8.077451736306374,-7.9612069147838085,5.616694,-2.4146311,12.25551291872363
image_0057,0,3.788255567755046,-12.882782893097927,4.2979813,5.183891,16.85887432564428
image_0058,1,-1.6346818894681343,-0.0955149220554058,0.11410877,-1.847628,10.369975755847083
image_0059,1,-1.648640201573347,-18.491754943718245,5.407666,4.283995,20.304188537437458
image_0060,1,1.4583735099046296,-5.044543096192017,1.6853364,3.3424249,12.913867775687269
image_0061,0,9.371130407545817,-4.112555915481581,-0.521825,6.4324164,8.807719094210507
image_0062,0,14.382908609354564,-13.399100729980741,2.7774618,8.589083,15.380799296277955
image_0063,1,-9.629097524950925,-18.413323099984247,6.828459,-1.571537,19.933701232944994
image_0064,1,-2.958741327997115,-9.017528674535663,5.3305187,-0.031062288,11.853876711647578
image_0065,1,-21.885007351105422,0.9000756811235048,4.585139,-12.072863,16.24064495429465
image_0066,1,-0.8849554567985116,-12.403995366521203,5.7038317,2.575415,18.59849552858237
image_0067,0,4.6600017000388725,-2.787618303713444,-0.4229585,5.1238236,12.009296656798881
image_0068,0,8.023760229114448,-3.175730358108476,0.5112626,6.3954997,10.298425943748232
image_0069,1,-12.40130842647235,6.2285609479895125,5.290956,-9.957378,11.646581139138501
image_0070,0,2.585079597208724,-6.270722014847691,4.123821,2.4061837,16.347694225264615
image_0071,0,6.385531488441971,-5.903998714523579,0.7192618,4.372694,10.759051608421816
image_0072,1,-9.742662927825345,-9.872164440455727,5.6491857,-3.5519502,12.134713123526156
image_0073,0,15.78451492900587,-0.22117212156872668,-4.337274,9.155403,9.918774174570324
image_0074,1,-16.455063619135927,-13.39431930147808,5.190847,-4.326475,17.513907373552815
image_0075,1,-4.805189880169339,8.218368403005206,-3.4627903,-2.0648482,14.463837316343243
image_0076,1,-14.072303323735174,-0.24690673753835193,4.0495453,-8.4718075,9.912594742714768
