image_name,cluster_label,pca_x,pca_y,tsne_x,tsne_y,distance_to_centroid
image_0001,1,-0.20945246488255984,-10.920786918505945,-1.8858603,4.951102,14.491574577711367
image_0002,1,8.108010472111262,-1.408901031411587,-5.1390963,1.4014338,16.594253754310078
image_0003,1,-2.622201224024462,-7.260715392165433,-0.021602819,2.813508,12.301968651274162
image_0004,1,-17.813834525984717,3.1944896591472944,9.938415,-4.6410894,13.882027712649338
image_0005,1,6.152377612962484,-6.341351246596825,-4.416108,3.7233386,16.765103726933297
image_0006,1,-2.0446075784108655,0.47496739019264944,0.38625434,-0.09285578,9.514483067420084
image_0007,1,-7.299832927872342,5.267156232613558,5.1984596,-5.638115,11.059232971625704
image_0008,1,-3.28035294522,-3.608393236730913,0.9902087,0.76178616,10.444541484178556
image_0009,1,2.0138682188650665,-1.6625546982679411,-2.032517,1.0542334,11.978491713218476
image_0010,1,-4.613996846490162,-4.70702981593336,1.1284012,1.5662799,7.91994387707519
image_0011,0,11.955230481851801,-3.8810331476924853,-7.0689793,1.9405898,19.500567612895487
image_0012,1,8.465672878594308,-1.0085270914135178,-6.8489776,0.9644058,18.801263919397844
image_0013,0,17.16545282563498,3.057056027210249,-10.977277,3.3313658,11.656392029791084
image_0014,0,15.46993875738679,4.243619894849753,-9.978427,1.7220844,17.471808914756476
image_0015,1,4.588599406320239,-5.666104142693936,-3.3371902,3.2395637,15.632008918643905
image_0016,1,-3.2451893928876085,-5.682478670284774,1.2609893,1.939263,9.219975709535547
image_0017,1,-10.07471062158361,1.1347683360225498,5.843005,-5.2476826,9.61735674412218
image_0018,1,-10.880711034216157,-5.853165139254146,3.966231,0.8174494,9.844903974456248
image_0019,1,-0.5356327125727149,-3.8099678808980073,0.14330071,1.2983489,9.314536423235403
image_0020,1,8.030739159330587,-4.4223489959935876,-5.3431,2.431003,17.585869567301078
image_0021,1,5.634315908697,-4.691712346306585,-4.113442,3.1971488,14.742637313823142
image_0022,1,-10.170587130073045,-5.734987526554713,5.428178,1.8336906,9.785734160681066
image_0023,1,4.173723619218138,-1.8123294515128694,-5.9665227,0.4250409,14.766542468198011
image_0024,1,3.261612842069639,1.562995891613646,-3.880372,-1.9813497,14.980523473825656
image_0025,0,16.99660740312132,-6.245044535857954,-9.440299,3.9346848,14.229061844116469
image_0026,0,20.142819790548227,-3.4690505876331783,-11.428652,4.246064,11.933609075617804
image_0027,0,52.64923713367229,3.417328417245681,-16.86156,5.214771,26.129750914559608
image_0028,0,49.88518394753052,-0.9189185402459092,-16.554949,5.786128,24.1250567943288
image_0029,0,27.19141218632473,-0.8411904179044428,-13.8450165,4.043538,9.469975162848286
image_0030,0,36.208203652366855,1.504304730663539,-15.504601,4.3412185,13.089741097107915
image_0031,0,10.289032982266095,18.042435520039994,-5.8518925,-3.3975463,25.186742858209733
image_0032,0,41.26339538582523,-6.763250422006188,-16.248167,4.216927,18.71798405227112
image_0033,0,35.02848692522999,3.3766062248241,-14.5119915,5.6644063,12.38781394754503
image_0034,0,38.08599268776796,-2.105121453753241,-15.816283,5.8833776,17.230704062288645
image_0035,0,38.68512511193351,2.1431094107455926,-15.333768,5.265007,13.560627914517966
image_0036,0,26.7337789388613,7.457626118759825,-12.936005,4.3094454,10.726578366653294
